center,left,right,angle,a,b,velocity
IMG\center_2018_07_16_17_12_53_341.jpg,IMG\left_2018_07_16_17_12_53_341.jpg,IMG\right_2018_07_16_17_12_53_341.jpg,0.0,1.0,0.0,30.18992
IMG\center_2018_07_16_17_12_53_408.jpg,IMG\left_2018_07_16_17_12_53_408.jpg,IMG\right_2018_07_16_17_12_53_408.jpg,0.0,1.0,0.0,30.19023
IMG\center_2018_07_16_17_12_53_485.jpg,IMG\left_2018_07_16_17_12_53_485.jpg,IMG\right_2018_07_16_17_12_53_485.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_53_556.jpg,IMG\left_2018_07_16_17_12_53_556.jpg,IMG\right_2018_07_16_17_12_53_556.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_53_626.jpg,IMG\left_2018_07_16_17_12_53_626.jpg,IMG\right_2018_07_16_17_12_53_626.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_53_695.jpg,IMG\left_2018_07_16_17_12_53_695.jpg,IMG\right_2018_07_16_17_12_53_695.jpg,-0.15,1.0,0.0,30.18444
IMG\center_2018_07_16_17_12_53_772.jpg,IMG\left_2018_07_16_17_12_53_772.jpg,IMG\right_2018_07_16_17_12_53_772.jpg,-0.2696366,1.0,0.0,30.17464
IMG\center_2018_07_16_17_12_53_839.jpg,IMG\left_2018_07_16_17_12_53_839.jpg,IMG\right_2018_07_16_17_12_53_839.jpg,-0.09875653,1.0,0.0,30.19095
IMG\center_2018_07_16_17_12_53_908.jpg,IMG\left_2018_07_16_17_12_53_908.jpg,IMG\right_2018_07_16_17_12_53_908.jpg,0.0,1.0,0.0,30.18954
IMG\center_2018_07_16_17_12_53_980.jpg,IMG\left_2018_07_16_17_12_53_980.jpg,IMG\right_2018_07_16_17_12_53_980.jpg,0.0,1.0,0.0,30.19006
IMG\center_2018_07_16_17_12_54_055.jpg,IMG\left_2018_07_16_17_12_54_055.jpg,IMG\right_2018_07_16_17_12_54_055.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_12_54_128.jpg,IMG\left_2018_07_16_17_12_54_128.jpg,IMG\right_2018_07_16_17_12_54_128.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_54_202.jpg,IMG\left_2018_07_16_17_12_54_202.jpg,IMG\right_2018_07_16_17_12_54_202.jpg,0.05,1.0,0.0,30.18963
IMG\center_2018_07_16_17_12_54_276.jpg,IMG\left_2018_07_16_17_12_54_276.jpg,IMG\right_2018_07_16_17_12_54_276.jpg,0.03722262,1.0,0.0,30.19039
IMG\center_2018_07_16_17_12_54_344.jpg,IMG\left_2018_07_16_17_12_54_344.jpg,IMG\right_2018_07_16_17_12_54_344.jpg,0.0,1.0,0.0,30.19021
IMG\center_2018_07_16_17_12_54_419.jpg,IMG\left_2018_07_16_17_12_54_419.jpg,IMG\right_2018_07_16_17_12_54_419.jpg,0.0,1.0,0.0,30.19024
IMG\center_2018_07_16_17_12_54_493.jpg,IMG\left_2018_07_16_17_12_54_493.jpg,IMG\right_2018_07_16_17_12_54_493.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_54_569.jpg,IMG\left_2018_07_16_17_12_54_569.jpg,IMG\right_2018_07_16_17_12_54_569.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_54_641.jpg,IMG\left_2018_07_16_17_12_54_641.jpg,IMG\right_2018_07_16_17_12_54_641.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_54_716.jpg,IMG\left_2018_07_16_17_12_54_716.jpg,IMG\right_2018_07_16_17_12_54_716.jpg,0.101843,1.0,0.0,30.1873
IMG\center_2018_07_16_17_12_54_785.jpg,IMG\left_2018_07_16_17_12_54_785.jpg,IMG\right_2018_07_16_17_12_54_785.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_54_856.jpg,IMG\left_2018_07_16_17_12_54_856.jpg,IMG\right_2018_07_16_17_12_54_856.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_54_922.jpg,IMG\left_2018_07_16_17_12_54_922.jpg,IMG\right_2018_07_16_17_12_54_922.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_55_000.jpg,IMG\left_2018_07_16_17_12_55_000.jpg,IMG\right_2018_07_16_17_12_55_000.jpg,-0.1,1.0,0.0,30.1874
IMG\center_2018_07_16_17_12_55_069.jpg,IMG\left_2018_07_16_17_12_55_069.jpg,IMG\right_2018_07_16_17_12_55_069.jpg,-0.2783283,1.0,0.0,30.17184
IMG\center_2018_07_16_17_12_55_139.jpg,IMG\left_2018_07_16_17_12_55_139.jpg,IMG\right_2018_07_16_17_12_55_139.jpg,-0.09850777,1.0,0.0,30.19048
IMG\center_2018_07_16_17_12_55_209.jpg,IMG\left_2018_07_16_17_12_55_209.jpg,IMG\right_2018_07_16_17_12_55_209.jpg,0.0,1.0,0.0,30.1896
IMG\center_2018_07_16_17_12_55_295.jpg,IMG\left_2018_07_16_17_12_55_295.jpg,IMG\right_2018_07_16_17_12_55_295.jpg,0.0,1.0,0.0,30.19013
IMG\center_2018_07_16_17_12_55_366.jpg,IMG\left_2018_07_16_17_12_55_366.jpg,IMG\right_2018_07_16_17_12_55_366.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_55_439.jpg,IMG\left_2018_07_16_17_12_55_439.jpg,IMG\right_2018_07_16_17_12_55_439.jpg,0.15,1.0,0.0,30.18327
IMG\center_2018_07_16_17_12_55_506.jpg,IMG\left_2018_07_16_17_12_55_506.jpg,IMG\right_2018_07_16_17_12_55_506.jpg,0.274573,1.0,0.0,30.17183
IMG\center_2018_07_16_17_12_55_576.jpg,IMG\left_2018_07_16_17_12_55_576.jpg,IMG\right_2018_07_16_17_12_55_576.jpg,0.09108461,1.0,0.0,30.19111
IMG\center_2018_07_16_17_12_55_646.jpg,IMG\left_2018_07_16_17_12_55_646.jpg,IMG\right_2018_07_16_17_12_55_646.jpg,0.0,1.0,0.0,30.18946
IMG\center_2018_07_16_17_12_55_715.jpg,IMG\left_2018_07_16_17_12_55_715.jpg,IMG\right_2018_07_16_17_12_55_715.jpg,0.0,1.0,0.0,30.18998
IMG\center_2018_07_16_17_12_55_784.jpg,IMG\left_2018_07_16_17_12_55_784.jpg,IMG\right_2018_07_16_17_12_55_784.jpg,0.0,1.0,0.0,30.19023
IMG\center_2018_07_16_17_12_55_852.jpg,IMG\left_2018_07_16_17_12_55_852.jpg,IMG\right_2018_07_16_17_12_55_852.jpg,0.0,1.0,0.0,30.19026
IMG\center_2018_07_16_17_12_55_923.jpg,IMG\left_2018_07_16_17_12_55_923.jpg,IMG\right_2018_07_16_17_12_55_923.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_55_994.jpg,IMG\left_2018_07_16_17_12_55_994.jpg,IMG\right_2018_07_16_17_12_55_994.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_56_067.jpg,IMG\left_2018_07_16_17_12_56_067.jpg,IMG\right_2018_07_16_17_12_56_067.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_56_135.jpg,IMG\left_2018_07_16_17_12_56_135.jpg,IMG\right_2018_07_16_17_12_56_135.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_56_202.jpg,IMG\left_2018_07_16_17_12_56_202.jpg,IMG\right_2018_07_16_17_12_56_202.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_56_275.jpg,IMG\left_2018_07_16_17_12_56_275.jpg,IMG\right_2018_07_16_17_12_56_275.jpg,0.0,1.0,0.0,30.19033
IMG\center_2018_07_16_17_12_56_348.jpg,IMG\left_2018_07_16_17_12_56_348.jpg,IMG\right_2018_07_16_17_12_56_348.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_56_419.jpg,IMG\left_2018_07_16_17_12_56_419.jpg,IMG\right_2018_07_16_17_12_56_419.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_56_494.jpg,IMG\left_2018_07_16_17_12_56_494.jpg,IMG\right_2018_07_16_17_12_56_494.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_56_567.jpg,IMG\left_2018_07_16_17_12_56_567.jpg,IMG\right_2018_07_16_17_12_56_567.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_56_634.jpg,IMG\left_2018_07_16_17_12_56_634.jpg,IMG\right_2018_07_16_17_12_56_634.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_56_705.jpg,IMG\left_2018_07_16_17_12_56_705.jpg,IMG\right_2018_07_16_17_12_56_705.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_56_777.jpg,IMG\left_2018_07_16_17_12_56_777.jpg,IMG\right_2018_07_16_17_12_56_777.jpg,0.0,1.0,0.0,30.19021
IMG\center_2018_07_16_17_12_56_852.jpg,IMG\left_2018_07_16_17_12_56_852.jpg,IMG\right_2018_07_16_17_12_56_852.jpg,0.0,1.0,0.0,30.19034
IMG\center_2018_07_16_17_12_56_921.jpg,IMG\left_2018_07_16_17_12_56_921.jpg,IMG\right_2018_07_16_17_12_56_921.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_56_993.jpg,IMG\left_2018_07_16_17_12_56_993.jpg,IMG\right_2018_07_16_17_12_56_993.jpg,0.0,1.0,0.0,30.19007
IMG\center_2018_07_16_17_12_57_063.jpg,IMG\left_2018_07_16_17_12_57_063.jpg,IMG\right_2018_07_16_17_12_57_063.jpg,0.0,1.0,0.0,30.19027
IMG\center_2018_07_16_17_12_57_137.jpg,IMG\left_2018_07_16_17_12_57_137.jpg,IMG\right_2018_07_16_17_12_57_137.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_57_210.jpg,IMG\left_2018_07_16_17_12_57_210.jpg,IMG\right_2018_07_16_17_12_57_210.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_57_283.jpg,IMG\left_2018_07_16_17_12_57_283.jpg,IMG\right_2018_07_16_17_12_57_283.jpg,0.0,1.0,0.0,30.19031
IMG\center_2018_07_16_17_12_57_350.jpg,IMG\left_2018_07_16_17_12_57_350.jpg,IMG\right_2018_07_16_17_12_57_350.jpg,0.0,1.0,0.0,30.19066
IMG\center_2018_07_16_17_12_57_421.jpg,IMG\left_2018_07_16_17_12_57_421.jpg,IMG\right_2018_07_16_17_12_57_421.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_12_57_495.jpg,IMG\left_2018_07_16_17_12_57_495.jpg,IMG\right_2018_07_16_17_12_57_495.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_12_57_565.jpg,IMG\left_2018_07_16_17_12_57_565.jpg,IMG\right_2018_07_16_17_12_57_565.jpg,0.0,1.0,0.0,30.19046
IMG\center_2018_07_16_17_12_57_638.jpg,IMG\left_2018_07_16_17_12_57_638.jpg,IMG\right_2018_07_16_17_12_57_638.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_12_57_711.jpg,IMG\left_2018_07_16_17_12_57_711.jpg,IMG\right_2018_07_16_17_12_57_711.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_12_57_782.jpg,IMG\left_2018_07_16_17_12_57_782.jpg,IMG\right_2018_07_16_17_12_57_782.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_12_57_850.jpg,IMG\left_2018_07_16_17_12_57_850.jpg,IMG\right_2018_07_16_17_12_57_850.jpg,0.0,1.0,0.0,30.19053
IMG\center_2018_07_16_17_12_57_920.jpg,IMG\left_2018_07_16_17_12_57_920.jpg,IMG\right_2018_07_16_17_12_57_920.jpg,0.0,1.0,0.0,30.19034
IMG\center_2018_07_16_17_12_57_994.jpg,IMG\left_2018_07_16_17_12_57_994.jpg,IMG\right_2018_07_16_17_12_57_994.jpg,0.0,1.0,0.0,30.19025
IMG\center_2018_07_16_17_12_58_066.jpg,IMG\left_2018_07_16_17_12_58_066.jpg,IMG\right_2018_07_16_17_12_58_066.jpg,0.2,1.0,0.0,30.18011
IMG\center_2018_07_16_17_12_58_137.jpg,IMG\left_2018_07_16_17_12_58_137.jpg,IMG\right_2018_07_16_17_12_58_137.jpg,0.35,1.0,0.0,30.16255
IMG\center_2018_07_16_17_12_58_204.jpg,IMG\left_2018_07_16_17_12_58_204.jpg,IMG\right_2018_07_16_17_12_58_204.jpg,0.5500001,1.0,0.0,30.13936
IMG\center_2018_07_16_17_12_58_277.jpg,IMG\left_2018_07_16_17_12_58_277.jpg,IMG\right_2018_07_16_17_12_58_277.jpg,0.7,1.0,0.0,30.12118
IMG\center_2018_07_16_17_12_58_349.jpg,IMG\left_2018_07_16_17_12_58_349.jpg,IMG\right_2018_07_16_17_12_58_349.jpg,0.9000002,1.0,0.0,30.10074
IMG\center_2018_07_16_17_12_58_421.jpg,IMG\left_2018_07_16_17_12_58_421.jpg,IMG\right_2018_07_16_17_12_58_421.jpg,0.9145895,1.0,0.0,30.1115
IMG\center_2018_07_16_17_12_58_491.jpg,IMG\left_2018_07_16_17_12_58_491.jpg,IMG\right_2018_07_16_17_12_58_491.jpg,0.6593408,1.0,0.0,30.18958
IMG\center_2018_07_16_17_12_58_564.jpg,IMG\left_2018_07_16_17_12_58_564.jpg,IMG\right_2018_07_16_17_12_58_564.jpg,0.4407619,1.0,0.0,30.20507
IMG\center_2018_07_16_17_12_58_632.jpg,IMG\left_2018_07_16_17_12_58_632.jpg,IMG\right_2018_07_16_17_12_58_632.jpg,0.2596617,1.0,0.0,30.20233
IMG\center_2018_07_16_17_12_58_704.jpg,IMG\left_2018_07_16_17_12_58_704.jpg,IMG\right_2018_07_16_17_12_58_704.jpg,0.01939104,1.0,0.0,30.1858
IMG\center_2018_07_16_17_12_58_779.jpg,IMG\left_2018_07_16_17_12_58_779.jpg,IMG\right_2018_07_16_17_12_58_779.jpg,0.0,1.0,0.0,30.18933
IMG\center_2018_07_16_17_12_58_855.jpg,IMG\left_2018_07_16_17_12_58_855.jpg,IMG\right_2018_07_16_17_12_58_855.jpg,0.2,1.0,0.0,30.1865
IMG\center_2018_07_16_17_12_58_927.jpg,IMG\left_2018_07_16_17_12_58_927.jpg,IMG\right_2018_07_16_17_12_58_927.jpg,0.4,1.0,0.0,30.16358
IMG\center_2018_07_16_17_12_59_004.jpg,IMG\left_2018_07_16_17_12_59_004.jpg,IMG\right_2018_07_16_17_12_59_004.jpg,0.6000001,1.0,0.0,30.13707
IMG\center_2018_07_16_17_12_59_076.jpg,IMG\left_2018_07_16_17_12_59_076.jpg,IMG\right_2018_07_16_17_12_59_076.jpg,0.7117975,1.0,0.0,30.12732
IMG\center_2018_07_16_17_12_59_144.jpg,IMG\left_2018_07_16_17_12_59_144.jpg,IMG\right_2018_07_16_17_12_59_144.jpg,0.4839875,1.0,0.0,30.18912
IMG\center_2018_07_16_17_12_59_218.jpg,IMG\left_2018_07_16_17_12_59_218.jpg,IMG\right_2018_07_16_17_12_59_218.jpg,0.261163,1.0,0.0,30.20012
IMG\center_2018_07_16_17_12_59_285.jpg,IMG\left_2018_07_16_17_12_59_285.jpg,IMG\right_2018_07_16_17_12_59_285.jpg,0.06017174,1.0,0.0,30.19017
IMG\center_2018_07_16_17_12_59_352.jpg,IMG\left_2018_07_16_17_12_59_352.jpg,IMG\right_2018_07_16_17_12_59_352.jpg,0.0,1.0,0.0,30.18777
IMG\center_2018_07_16_17_12_59_426.jpg,IMG\left_2018_07_16_17_12_59_426.jpg,IMG\right_2018_07_16_17_12_59_426.jpg,0.0,1.0,0.0,30.19044
IMG\center_2018_07_16_17_12_59_492.jpg,IMG\left_2018_07_16_17_12_59_492.jpg,IMG\right_2018_07_16_17_12_59_492.jpg,0.0,1.0,0.0,30.18882
IMG\center_2018_07_16_17_12_59_567.jpg,IMG\left_2018_07_16_17_12_59_567.jpg,IMG\right_2018_07_16_17_12_59_567.jpg,0.0,1.0,0.0,30.18897
IMG\center_2018_07_16_17_12_59_636.jpg,IMG\left_2018_07_16_17_12_59_636.jpg,IMG\right_2018_07_16_17_12_59_636.jpg,0.0,1.0,0.0,30.19318
IMG\center_2018_07_16_17_12_59_708.jpg,IMG\left_2018_07_16_17_12_59_708.jpg,IMG\right_2018_07_16_17_12_59_708.jpg,0.0,1.0,0.0,30.18952
IMG\center_2018_07_16_17_12_59_778.jpg,IMG\left_2018_07_16_17_12_59_778.jpg,IMG\right_2018_07_16_17_12_59_778.jpg,0.0,1.0,0.0,30.18945
IMG\center_2018_07_16_17_12_59_846.jpg,IMG\left_2018_07_16_17_12_59_846.jpg,IMG\right_2018_07_16_17_12_59_846.jpg,0.0,1.0,0.0,30.19154
IMG\center_2018_07_16_17_12_59_917.jpg,IMG\left_2018_07_16_17_12_59_917.jpg,IMG\right_2018_07_16_17_12_59_917.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_12_59_989.jpg,IMG\left_2018_07_16_17_12_59_989.jpg,IMG\right_2018_07_16_17_12_59_989.jpg,0.0,1.0,0.0,30.18927
IMG\center_2018_07_16_17_13_00_059.jpg,IMG\left_2018_07_16_17_13_00_059.jpg,IMG\right_2018_07_16_17_13_00_059.jpg,0.0,1.0,0.0,30.19099
IMG\center_2018_07_16_17_13_00_134.jpg,IMG\left_2018_07_16_17_13_00_134.jpg,IMG\right_2018_07_16_17_13_00_134.jpg,0.0,1.0,0.0,30.18983
IMG\center_2018_07_16_17_13_00_211.jpg,IMG\left_2018_07_16_17_13_00_211.jpg,IMG\right_2018_07_16_17_13_00_211.jpg,0.0,1.0,0.0,30.18812
IMG\center_2018_07_16_17_13_00_278.jpg,IMG\left_2018_07_16_17_13_00_278.jpg,IMG\right_2018_07_16_17_13_00_278.jpg,0.0,1.0,0.0,30.19114
IMG\center_2018_07_16_17_13_00_348.jpg,IMG\left_2018_07_16_17_13_00_348.jpg,IMG\right_2018_07_16_17_13_00_348.jpg,0.0,1.0,0.0,30.18973
IMG\center_2018_07_16_17_13_00_423.jpg,IMG\left_2018_07_16_17_13_00_423.jpg,IMG\right_2018_07_16_17_13_00_423.jpg,0.0,1.0,0.0,30.18996
IMG\center_2018_07_16_17_13_00_493.jpg,IMG\left_2018_07_16_17_13_00_493.jpg,IMG\right_2018_07_16_17_13_00_493.jpg,0.15,1.0,0.0,30.1842
IMG\center_2018_07_16_17_13_00_563.jpg,IMG\left_2018_07_16_17_13_00_563.jpg,IMG\right_2018_07_16_17_13_00_563.jpg,0.3,1.0,0.0,30.16918
IMG\center_2018_07_16_17_13_00_634.jpg,IMG\left_2018_07_16_17_13_00_634.jpg,IMG\right_2018_07_16_17_13_00_634.jpg,0.5000001,1.0,0.0,30.14528
IMG\center_2018_07_16_17_13_00_710.jpg,IMG\left_2018_07_16_17_13_00_710.jpg,IMG\right_2018_07_16_17_13_00_710.jpg,0.7,1.0,0.0,30.12092
IMG\center_2018_07_16_17_13_00_777.jpg,IMG\left_2018_07_16_17_13_00_777.jpg,IMG\right_2018_07_16_17_13_00_777.jpg,0.8500001,1.0,0.0,30.10497
IMG\center_2018_07_16_17_13_00_853.jpg,IMG\left_2018_07_16_17_13_00_853.jpg,IMG\right_2018_07_16_17_13_00_853.jpg,0.8063395,1.0,0.0,30.13902
IMG\center_2018_07_16_17_13_00_921.jpg,IMG\left_2018_07_16_17_13_00_921.jpg,IMG\right_2018_07_16_17_13_00_921.jpg,0.6341416,1.0,0.0,30.18842
IMG\center_2018_07_16_17_13_00_996.jpg,IMG\left_2018_07_16_17_13_00_996.jpg,IMG\right_2018_07_16_17_13_00_996.jpg,0.4075076,1.0,0.0,30.20477
IMG\center_2018_07_16_17_13_01_069.jpg,IMG\left_2018_07_16_17_13_01_069.jpg,IMG\right_2018_07_16_17_13_01_069.jpg,0.1585736,1.0,0.0,30.19589
IMG\center_2018_07_16_17_13_01_144.jpg,IMG\left_2018_07_16_17_13_01_144.jpg,IMG\right_2018_07_16_17_13_01_144.jpg,0.0,1.0,0.0,30.18478
IMG\center_2018_07_16_17_13_01_218.jpg,IMG\left_2018_07_16_17_13_01_218.jpg,IMG\right_2018_07_16_17_13_01_218.jpg,-0.15,1.0,0.0,30.17325
IMG\center_2018_07_16_17_13_01_294.jpg,IMG\left_2018_07_16_17_13_01_294.jpg,IMG\right_2018_07_16_17_13_01_294.jpg,-0.35,1.0,0.0,30.15381
IMG\center_2018_07_16_17_13_01_362.jpg,IMG\left_2018_07_16_17_13_01_362.jpg,IMG\right_2018_07_16_17_13_01_362.jpg,-0.5000001,1.0,0.0,30.13491
IMG\center_2018_07_16_17_13_01_434.jpg,IMG\left_2018_07_16_17_13_01_434.jpg,IMG\right_2018_07_16_17_13_01_434.jpg,-0.4010563,1.0,0.0,30.17682
IMG\center_2018_07_16_17_13_01_503.jpg,IMG\left_2018_07_16_17_13_01_503.jpg,IMG\right_2018_07_16_17_13_01_503.jpg,-0.1919511,1.0,0.0,30.19189
IMG\center_2018_07_16_17_13_01_574.jpg,IMG\left_2018_07_16_17_13_01_574.jpg,IMG\right_2018_07_16_17_13_01_574.jpg,-0.004531286,1.0,0.0,30.18547
IMG\center_2018_07_16_17_13_01_650.jpg,IMG\left_2018_07_16_17_13_01_650.jpg,IMG\right_2018_07_16_17_13_01_650.jpg,0.1954687,1.0,0.0,30.16765
IMG\center_2018_07_16_17_13_01_722.jpg,IMG\left_2018_07_16_17_13_01_722.jpg,IMG\right_2018_07_16_17_13_01_722.jpg,0.3454687,1.0,0.0,30.15331
IMG\center_2018_07_16_17_13_01_793.jpg,IMG\left_2018_07_16_17_13_01_793.jpg,IMG\right_2018_07_16_17_13_01_793.jpg,0.1596291,1.0,0.0,30.18919
IMG\center_2018_07_16_17_13_01_859.jpg,IMG\left_2018_07_16_17_13_01_859.jpg,IMG\right_2018_07_16_17_13_01_859.jpg,0.0,1.0,0.0,30.18851
IMG\center_2018_07_16_17_13_01_931.jpg,IMG\left_2018_07_16_17_13_01_931.jpg,IMG\right_2018_07_16_17_13_01_931.jpg,-0.05,1.0,0.0,30.18769
IMG\center_2018_07_16_17_13_02_004.jpg,IMG\left_2018_07_16_17_13_02_004.jpg,IMG\right_2018_07_16_17_13_02_004.jpg,-0.25,1.0,0.0,30.17068
IMG\center_2018_07_16_17_13_02_076.jpg,IMG\left_2018_07_16_17_13_02_076.jpg,IMG\right_2018_07_16_17_13_02_076.jpg,-0.2913615,1.0,0.0,30.1719
IMG\center_2018_07_16_17_13_02_145.jpg,IMG\left_2018_07_16_17_13_02_145.jpg,IMG\right_2018_07_16_17_13_02_145.jpg,-0.05020409,1.0,0.0,30.19047
IMG\center_2018_07_16_17_13_02_216.jpg,IMG\left_2018_07_16_17_13_02_216.jpg,IMG\right_2018_07_16_17_13_02_216.jpg,0.0,1.0,0.0,30.1894
IMG\center_2018_07_16_17_13_02_286.jpg,IMG\left_2018_07_16_17_13_02_286.jpg,IMG\right_2018_07_16_17_13_02_286.jpg,0.0,1.0,0.0,30.19011
IMG\center_2018_07_16_17_13_02_356.jpg,IMG\left_2018_07_16_17_13_02_356.jpg,IMG\right_2018_07_16_17_13_02_356.jpg,0.0,1.0,0.0,30.19038
IMG\center_2018_07_16_17_13_02_427.jpg,IMG\left_2018_07_16_17_13_02_427.jpg,IMG\right_2018_07_16_17_13_02_427.jpg,0.0,1.0,0.0,30.19045
IMG\center_2018_07_16_17_13_02_494.jpg,IMG\left_2018_07_16_17_13_02_494.jpg,IMG\right_2018_07_16_17_13_02_494.jpg,0.0,1.0,0.0,30.19042
IMG\center_2018_07_16_17_13_02_563.jpg,IMG\left_2018_07_16_17_13_02_563.jpg,IMG\right_2018_07_16_17_13_02_563.jpg,0.0,1.0,0.0,30.19046
IMG\center_2018_07_16_17_13_02_634.jpg,IMG\left_2018_07_16_17_13_02_634.jpg,IMG\right_2018_07_16_17_13_02_634.jpg,0.0,1.0,0.0,30.19045
IMG\center_2018_07_16_17_13_02_708.jpg,IMG\left_2018_07_16_17_13_02_708.jpg,IMG\right_2018_07_16_17_13_02_708.jpg,0.0,1.0,0.0,30.1904
IMG\center_2018_07_16_17_13_02_780.jpg,IMG\left_2018_07_16_17_13_02_780.jpg,IMG\right_2018_07_16_17_13_02_780.jpg,0.0,1.0,0.0,30.19047
IMG\center_2018_07_16_17_13_02_849.jpg,IMG\left_2018_07_16_17_13_02_849.jpg,IMG\right_2018_07_16_17_13_02_849.jpg,0.0,1.0,0.0,30.19051
IMG\center_2018_07_16_17_13_02_918.jpg,IMG\left_2018_07_16_17_13_02_918.jpg,IMG\right_2018_07_16_17_13_02_918.jpg,0.0,1.0,0.0,30.19049
IMG\center_2018_07_16_17_13_02_985.jpg,IMG\left_2018_07_16_17_13_02_985.jpg,IMG\right_2018_07_16_17_13_02_985.jpg,0.0,1.0,0.0,30.19061
IMG\center_2018_07_16_17_13_03_054.jpg,IMG\left_2018_07_16_17_13_03_054.jpg,IMG\right_2018_07_16_17_13_03_054.jpg,0.0,1.0,0.0,30.19051
IMG\center_2018_07_16_17_13_03_128.jpg,IMG\left_2018_07_16_17_13_03_128.jpg,IMG\right_2018_07_16_17_13_03_128.jpg,0.0,1.0,0.0,30.19085
IMG\center_2018_07_16_17_13_03_200.jpg,IMG\left_2018_07_16_17_13_03_200.jpg,IMG\right_2018_07_16_17_13_03_200.jpg,0.0,1.0,0.0,30.19067
IMG\center_2018_07_16_17_13_03_269.jpg,IMG\left_2018_07_16_17_13_03_269.jpg,IMG\right_2018_07_16_17_13_03_269.jpg,0.0,1.0,0.0,30.19033
IMG\center_2018_07_16_17_13_03_343.jpg,IMG\left_2018_07_16_17_13_03_343.jpg,IMG\right_2018_07_16_17_13_03_343.jpg,0.0,1.0,0.0,30.19061
IMG\center_2018_07_16_17_13_03_420.jpg,IMG\left_2018_07_16_17_13_03_420.jpg,IMG\right_2018_07_16_17_13_03_420.jpg,0.0,1.0,0.0,30.19079
IMG\center_2018_07_16_17_13_03_494.jpg,IMG\left_2018_07_16_17_13_03_494.jpg,IMG\right_2018_07_16_17_13_03_494.jpg,0.0,1.0,0.0,30.19023
IMG\center_2018_07_16_17_13_03_562.jpg,IMG\left_2018_07_16_17_13_03_562.jpg,IMG\right_2018_07_16_17_13_03_562.jpg,0.0,1.0,0.0,30.19028
IMG\center_2018_07_16_17_13_03_634.jpg,IMG\left_2018_07_16_17_13_03_634.jpg,IMG\right_2018_07_16_17_13_03_634.jpg,0.0,1.0,0.0,30.19029
IMG\center_2018_07_16_17_13_03_709.jpg,IMG\left_2018_07_16_17_13_03_709.jpg,IMG\right_2018_07_16_17_13_03_709.jpg,0.0,1.0,0.0,30.1903
IMG\center_2018_07_16_17_13_03_778.jpg,IMG\left_2018_07_16_17_13_03_778.jpg,IMG\right_2018_07_16_17_13_03_778.jpg,0.15,1.0,0.0,30.18422
IMG\center_2018_07_16_17_13_03_849.jpg,IMG\left_2018_07_16_17_13_03_849.jpg,IMG\right_2018_07_16_17_13_03_849.jpg,0.1379215,1.0,0.0,30.18849
IMG\center_2018_07_16_17_13_03_924.jpg,IMG\left_2018_07_16_17_13_03_924.jpg,IMG\right_2018_07_16_17_13_03_924.jpg,0.0,1.0,0.0,30.18966
IMG\center_2018_07_16_17_13_03_991.jpg,IMG\left_2018_07_16_17_13_03_991.jpg,IMG\right_2018_07_16_17_13_03_991.jpg,0.0,1.0,0.0,30.19007
IMG\center_2018_07_16_17_13_04_060.jpg,IMG\left_2018_07_16_17_13_04_060.jpg,IMG\right_2018_07_16_17_13_04_060.jpg,0.0,1.0,0.0,30.19025
