img,angle
IMG\right_2018_07_16_17_14_13_050.jp,0.5000001
IMG\right_2018_07_16_17_14_13_119.jp,0.6500001
IMG\right_2018_07_16_17_14_13_191.jp,0.8500001
IMG\right_2018_07_16_17_14_13_261.jp,1.0
IMG\right_2018_07_16_17_14_13_331.jp,1.0
IMG\right_2018_07_16_17_14_13_402.jp,1.0
IMG\right_2018_07_16_17_14_13_477.jp,1.0
IMG\right_2018_07_16_17_14_13_549.jp,1.0
IMG\right_2018_07_16_17_14_13_620.jp,1.0
IMG\right_2018_07_16_17_14_13_687.jp,1.0
IMG\right_2018_07_16_17_14_13_758.jp,1.0
IMG\right_2018_07_16_17_14_13_834.jp,1.0
IMG\right_2018_07_16_17_14_13_901.jp,1.0
IMG\right_2018_07_16_17_14_13_978.jp,1.0
IMG\right_2018_07_16_17_14_14_054.jp,1.0
IMG\right_2018_07_16_17_14_14_130.jp,1.0
IMG\right_2018_07_16_17_14_14_202.jp,1.0
IMG\right_2018_07_16_17_14_14_279.jp,1.0
IMG\right_2018_07_16_17_14_14_356.jp,1.0
IMG\right_2018_07_16_17_14_14_431.jp,1.0
IMG\right_2018_07_16_17_14_14_501.jp,1.0
IMG\right_2018_07_16_17_14_14_575.jp,1.0
IMG\right_2018_07_16_17_14_14_645.jp,1.0
IMG\right_2018_07_16_17_14_14_723.jp,1.0
IMG\right_2018_07_16_17_14_14_791.jp,1.0
IMG\right_2018_07_16_17_14_14_859.jp,1.0
IMG\right_2018_07_16_17_14_14_936.jp,1.0
IMG\right_2018_07_16_17_14_15_004.jp,1.0
IMG\right_2018_07_16_17_14_15_083.jp,1.0
IMG\right_2018_07_16_17_14_15_154.jp,1.0
IMG\right_2018_07_16_17_14_15_228.jp,1.0
IMG\right_2018_07_16_17_14_15_302.jp,1.0
IMG\right_2018_07_16_17_14_15_374.jp,1.0
IMG\right_2018_07_16_17_14_15_444.jp,1.0
IMG\right_2018_07_16_17_14_15_512.jp,0.9391681
IMG\right_2018_07_16_17_14_15_580.jp,0.7891681
IMG\right_2018_07_16_17_14_15_656.jp,0.589168
IMG\right_2018_07_16_17_14_15_733.jp,0.389168
IMG\right_2018_07_16_17_14_15_820.jp,0.1891679
IMG\right_2018_07_16_17_14_15_895.jp,-0.01083205
IMG\right_2018_07_16_17_14_15_971.jp,-0.210832
IMG\right_2018_07_16_17_14_16_037.jp,-0.3608321
IMG\right_2018_07_16_17_14_16_105.jp,-0.5608321
IMG\right_2018_07_16_17_14_16_179.jp,-0.7108321
IMG\right_2018_07_16_17_14_16_253.jp,-0.9108322
IMG\right_2018_07_16_17_14_16_320.jp,-1.0
IMG\right_2018_07_16_17_14_16_391.jp,-1.0
IMG\right_2018_07_16_17_14_16_465.jp,-1.0
IMG\right_2018_07_16_17_14_16_537.jp,-1.0
IMG\right_2018_07_16_17_14_16_608.jp,-1.0
IMG\right_2018_07_16_17_14_16_681.jp,-1.0
IMG\right_2018_07_16_17_14_16_755.jp,-1.0
IMG\right_2018_07_16_17_14_16_829.jp,-1.0
IMG\right_2018_07_16_17_14_16_900.jp,-1.0
IMG\right_2018_07_16_17_14_16_971.jp,-1.0
IMG\right_2018_07_16_17_14_17_042.jp,-1.0
IMG\right_2018_07_16_17_14_17_114.jp,-1.0
IMG\right_2018_07_16_17_14_17_185.jp,-1.0
IMG\right_2018_07_16_17_14_17_257.jp,-1.0
IMG\right_2018_07_16_17_14_17_325.jp,-1.0
IMG\right_2018_07_16_17_14_17_392.jp,-1.0
IMG\right_2018_07_16_17_14_17_466.jp,-1.0
IMG\right_2018_07_16_17_14_17_536.jp,-1.0
IMG\right_2018_07_16_17_14_17_606.jp,-1.0
IMG\right_2018_07_16_17_14_17_677.jp,-1.0
IMG\right_2018_07_16_17_14_17_747.jp,-1.0
IMG\right_2018_07_16_17_14_17_816.jp,-1.0
IMG\right_2018_07_16_17_14_17_884.jp,-1.0
IMG\right_2018_07_16_17_14_17_956.jp,-1.0
IMG\right_2018_07_16_17_14_18_029.jp,-1.0
IMG\right_2018_07_16_17_14_18_096.jp,-1.0
IMG\right_2018_07_16_17_14_18_164.jp,-1.0
IMG\right_2018_07_16_17_14_18_233.jp,-1.0
IMG\right_2018_07_16_17_14_18_302.jp,-1.0
IMG\right_2018_07_16_17_14_18_370.jp,-1.0
IMG\right_2018_07_16_17_14_18_442.jp,-1.0
IMG\right_2018_07_16_17_14_18_510.jp,-0.8964942
IMG\right_2018_07_16_17_14_18_585.jp,-0.6533071
IMG\right_2018_07_16_17_14_18_655.jp,-0.493256
IMG\right_2018_07_16_17_14_18_727.jp,-0.2932559
IMG\right_2018_07_16_17_14_18_797.jp,-0.1432559
IMG\right_2018_07_16_17_14_18_867.jp,0.4155563
IMG\right_2018_07_16_17_14_18_938.jp,0.2426279
IMG\right_2018_07_16_17_14_19_008.jp,0.0
IMG\right_2018_07_16_17_14_19_075.jp,0.0
IMG\right_2018_07_16_17_14_19_145.jp,0.0
IMG\right_2018_07_16_17_14_19_217.jp,0.0
IMG\right_2018_07_16_17_14_19_290.jp,0.0
IMG\right_2018_07_16_17_14_19_363.jp,0.0
IMG\right_2018_07_16_17_14_19_436.jp,0.0
IMG\right_2018_07_16_17_14_19_506.jp,0.0
IMG\right_2018_07_16_17_14_19_575.jp,0.0
IMG\right_2018_07_16_17_14_19_643.jp,0.0
IMG\right_2018_07_16_17_14_19_715.jp,0.0
IMG\right_2018_07_16_17_14_19_785.jp,0.0
IMG\right_2018_07_16_17_14_19_855.jp,0.0
IMG\right_2018_07_16_17_14_19_927.jp,0.0
IMG\right_2018_07_16_17_14_19_994.jp,0.0
IMG\right_2018_07_16_17_14_20_068.jp,0.0
IMG\right_2018_07_16_17_14_20_140.jp,0.0
IMG\right_2018_07_16_17_14_20_211.jp,0.0
IMG\right_2018_07_16_17_14_20_279.jp,0.0
IMG\right_2018_07_16_17_14_20_349.jp,0.15
IMG\right_2018_07_16_17_14_20_421.jp,0.2219168
IMG\right_2018_07_16_17_14_20_489.jp,0.0
IMG\right_2018_07_16_17_14_20_558.jp,0.0
IMG\right_2018_07_16_17_14_20_633.jp,0.0
IMG\right_2018_07_16_17_14_20_701.jp,0.0
IMG\right_2018_07_16_17_14_20_771.jp,0.0
IMG\right_2018_07_16_17_14_20_840.jp,0.0
IMG\right_2018_07_16_17_14_20_912.jp,0.0
IMG\right_2018_07_16_17_14_20_981.jp,0.05
IMG\right_2018_07_16_17_14_21_052.jp,0.25
IMG\right_2018_07_16_17_14_21_121.jp,0.2643111
IMG\right_2018_07_16_17_14_21_189.jp,0.02437662
IMG\right_2018_07_16_17_14_21_260.jp,0.0
IMG\right_2018_07_16_17_14_21_329.jp,0.0
IMG\right_2018_07_16_17_14_21_397.jp,0.0
IMG\right_2018_07_16_17_14_21_470.jp,0.0
IMG\right_2018_07_16_17_14_21_541.jp,0.0
IMG\right_2018_07_16_17_14_21_612.jp,-0.1
IMG\right_2018_07_16_17_14_21_686.jp,-0.2955515
IMG\right_2018_07_16_17_14_21_755.jp,-0.1069531
IMG\right_2018_07_16_17_14_21_827.jp,0.0
IMG\right_2018_07_16_17_14_21_894.jp,0.0
IMG\right_2018_07_16_17_14_21_967.jp,0.0
IMG\right_2018_07_16_17_14_22_040.jp,0.0
IMG\right_2018_07_16_17_14_22_113.jp,0.0
IMG\right_2018_07_16_17_14_22_185.jp,0.2
IMG\right_2018_07_16_17_14_22_252.jp,0.2123815
IMG\right_2018_07_16_17_14_22_325.jp,0.0
IMG\right_2018_07_16_17_14_22_395.jp,0.0
IMG\right_2018_07_16_17_14_22_468.jp,0.0
IMG\right_2018_07_16_17_14_22_536.jp,0.0
IMG\right_2018_07_16_17_14_22_607.jp,-0.15
IMG\right_2018_07_16_17_14_22_675.jp,-0.2465557
IMG\right_2018_07_16_17_14_22_747.jp,-0.01213534
IMG\right_2018_07_16_17_14_22_819.jp,0.0
IMG\right_2018_07_16_17_14_22_892.jp,0.1
IMG\right_2018_07_16_17_14_22_959.jp,0.25
IMG\right_2018_07_16_17_14_23_027.jp,0.07691833
IMG\right_2018_07_16_17_14_23_101.jp,0.0
IMG\right_2018_07_16_17_14_23_169.jp,0.0
IMG\right_2018_07_16_17_14_23_240.jp,0.0
IMG\right_2018_07_16_17_14_23_308.jp,0.0
IMG\right_2018_07_16_17_14_23_375.jp,0.0
IMG\right_2018_07_16_17_14_23_444.jp,0.0
IMG\right_2018_07_16_17_14_23_512.jp,-0.15
IMG\right_2018_07_16_17_14_23_580.jp,-0.3
IMG\right_2018_07_16_17_14_23_650.jp,-0.0852307
IMG\right_2018_07_16_17_14_23_717.jp,0.0
IMG\right_2018_07_16_17_14_23_790.jp,0.0
IMG\right_2018_07_16_17_14_23_861.jp,0.0
IMG\right_2018_07_16_17_14_23_929.jp,0.0
IMG\right_2018_07_16_17_14_23_998.jp,0.0
IMG\right_2018_07_16_17_14_24_068.jp,0.0
IMG\right_2018_07_16_17_14_24_140.jp,0.0
IMG\right_2018_07_16_17_14_24_214.jp,0.0
IMG\right_2018_07_16_17_14_24_285.jp,0.05
IMG\right_2018_07_16_17_14_24_354.jp,0.2
IMG\right_2018_07_16_17_14_24_425.jp,0.1877782
IMG\right_2018_07_16_17_14_24_495.jp,0.000202029
IMG\right_2018_07_16_17_14_24_566.jp,0.0
IMG\right_2018_07_16_17_14_24_635.jp,0.0
IMG\right_2018_07_16_17_14_24_705.jp,0.0
IMG\right_2018_07_16_17_14_24_774.jp,0.0
IMG\right_2018_07_16_17_14_24_842.jp,0.0
IMG\right_2018_07_16_17_14_24_912.jp,0.0
IMG\right_2018_07_16_17_14_24_984.jp,0.0
IMG\right_2018_07_16_17_14_25_054.jp,0.0
IMG\right_2018_07_16_17_14_25_123.jp,0.0
IMG\right_2018_07_16_17_14_25_192.jp,0.0
IMG\right_2018_07_16_17_14_25_261.jp,0.0
IMG\right_2018_07_16_17_14_25_331.jp,0.0
IMG\right_2018_07_16_17_14_25_405.jp,0.0
IMG\right_2018_07_16_17_14_25_477.jp,0.0
IMG\right_2018_07_16_17_14_25_549.jp,0.0
IMG\right_2018_07_16_17_14_25_621.jp,0.0
IMG\right_2018_07_16_17_14_25_692.jp,0.0
IMG\right_2018_07_16_17_14_25_765.jp,0.0
IMG\right_2018_07_16_17_14_25_833.jp,0.0
IMG\right_2018_07_16_17_14_25_901.jp,0.0
IMG\right_2018_07_16_17_14_25_971.jp,0.0
IMG\right_2018_07_16_17_14_26_045.jp,0.0
IMG\right_2018_07_16_17_14_26_118.jp,0.0
IMG\right_2018_07_16_17_14_26_190.jp,0.0
IMG\right_2018_07_16_17_14_26_260.jp,0.0
IMG\right_2018_07_16_17_14_26_331.jp,0.0
IMG\right_2018_07_16_17_14_26_404.jp,0.0
IMG\right_2018_07_16_17_14_26_471.jp,0.0
IMG\right_2018_07_16_17_14_26_543.jp,0.0
IMG\right_2018_07_16_17_14_26_614.jp,0.0
IMG\right_2018_07_16_17_14_26_687.jp,0.0
IMG\right_2018_07_16_17_14_26_757.jp,0.1
IMG\right_2018_07_16_17_14_26_829.jp,0.1975636
IMG\right_2018_07_16_17_14_26_901.jp,0.0230341
IMG\right_2018_07_16_17_14_26_973.jp,0.0
IMG\right_2018_07_16_17_14_27_045.jp,0.0
IMG\right_2018_07_16_17_14_27_117.jp,0.0
IMG\right_2018_07_16_17_14_27_189.jp,0.0
IMG\right_2018_07_16_17_14_27_259.jp,0.0
IMG\right_2018_07_16_17_14_27_330.jp,0.0
IMG\right_2018_07_16_17_14_27_404.jp,0.0
IMG\right_2018_07_16_17_14_27_475.jp,0.0
IMG\right_2018_07_16_17_14_27_548.jp,0.0
IMG\right_2018_07_16_17_14_27_615.jp,0.0
IMG\right_2018_07_16_17_14_27_683.jp,0.0
IMG\right_2018_07_16_17_14_27_750.jp,0.0
IMG\right_2018_07_16_17_14_27_821.jp,0.0
IMG\right_2018_07_16_17_14_27_890.jp,0.0
IMG\right_2018_07_16_17_14_27_961.jp,0.0
IMG\right_2018_07_16_17_14_28_030.jp,0.0
IMG\right_2018_07_16_17_14_28_097.jp,0.0
IMG\right_2018_07_16_17_14_28_166.jp,0.0
IMG\right_2018_07_16_17_14_28_236.jp,0.0
IMG\right_2018_07_16_17_14_28_306.jp,0.0
IMG\right_2018_07_16_17_14_28_373.jp,0.0
IMG\right_2018_07_16_17_14_28_441.jp,0.05
IMG\right_2018_07_16_17_14_28_509.jp,0.25
IMG\right_2018_07_16_17_14_28_576.jp,0.1174455
IMG\right_2018_07_16_17_14_28_644.jp,0.0
IMG\right_2018_07_16_17_14_28_714.jp,0.0
IMG\right_2018_07_16_17_14_28_787.jp,0.0
IMG\right_2018_07_16_17_14_28_854.jp,0.0
IMG\right_2018_07_16_17_14_28_923.jp,0.0
IMG\right_2018_07_16_17_14_28_990.jp,0.0
IMG\right_2018_07_16_17_14_29_060.jp,0.0
IMG\right_2018_07_16_17_14_29_129.jp,0.0
IMG\right_2018_07_16_17_14_29_198.jp,0.0
IMG\right_2018_07_16_17_14_29_269.jp,0.15
IMG\right_2018_07_16_17_14_29_338.jp,0.3
IMG\right_2018_07_16_17_14_29_409.jp,0.2028313
IMG\right_2018_07_16_17_14_29_483.jp,0.02603072
IMG\right_2018_07_16_17_14_29_555.jp,0.0
IMG\right_2018_07_16_17_14_29_625.jp,-0.2
IMG\right_2018_07_16_17_14_29_693.jp,-0.3154351
IMG\right_2018_07_16_17_14_29_760.jp,-0.1403157
IMG\right_2018_07_16_17_14_29_833.jp,0.0
IMG\right_2018_07_16_17_14_29_903.jp,0.0
IMG\right_2018_07_16_17_14_29_973.jp,0.15
IMG\right_2018_07_16_17_14_30_045.jp,0.2621606
IMG\right_2018_07_16_17_14_30_117.jp,0.06819221
IMG\right_2018_07_16_17_14_30_188.jp,0.0
IMG\right_2018_07_16_17_14_30_258.jp,0.0
IMG\right_2018_07_16_17_14_30_326.jp,0.0
IMG\right_2018_07_16_17_14_30_399.jp,0.0
IMG\right_2018_07_16_17_14_30_469.jp,0.0
IMG\right_2018_07_16_17_14_30_535.jp,0.0
IMG\right_2018_07_16_17_14_30_607.jp,0.0
IMG\right_2018_07_16_17_14_30_675.jp,0.0
IMG\right_2018_07_16_17_14_30_745.jp,0.0
IMG\right_2018_07_16_17_14_30_811.jp,0.0
IMG\right_2018_07_16_17_14_30_884.jp,0.0
IMG\right_2018_07_16_17_14_30_955.jp,0.0
IMG\right_2018_07_16_17_14_31_028.jp,0.0
IMG\right_2018_07_16_17_14_31_097.jp,0.0
IMG\right_2018_07_16_17_14_31_166.jp,0.0
IMG\right_2018_07_16_17_14_31_238.jp,0.0
IMG\right_2018_07_16_17_14_31_306.jp,0.0
IMG\right_2018_07_16_17_14_31_373.jp,0.0
IMG\right_2018_07_16_17_14_31_444.jp,0.0
IMG\right_2018_07_16_17_14_31_511.jp,0.0
IMG\right_2018_07_16_17_14_31_578.jp,0.0
IMG\right_2018_07_16_17_14_31_651.jp,0.0
IMG\right_2018_07_16_17_14_31_724.jp,0.0
IMG\right_2018_07_16_17_14_31_793.jp,0.0
IMG\right_2018_07_16_17_14_31_862.jp,0.1
IMG\right_2018_07_16_17_14_31_930.jp,0.2043314
IMG\right_2018_07_16_17_14_32_003.jp,0.0
IMG\right_2018_07_16_17_14_32_072.jp,0.0
IMG\right_2018_07_16_17_14_32_141.jp,0.0
IMG\right_2018_07_16_17_14_32_211.jp,0.0
IMG\right_2018_07_16_17_14_32_279.jp,0.0
IMG\right_2018_07_16_17_14_32_349.jp,0.0
IMG\right_2018_07_16_17_14_32_420.jp,0.0
IMG\right_2018_07_16_17_14_32_493.jp,0.05
IMG\right_2018_07_16_17_14_32_565.jp,0.25
IMG\right_2018_07_16_17_14_32_638.jp,0.1986068
IMG\right_2018_07_16_17_14_32_710.jp,0.0
IMG\right_2018_07_16_17_14_32_780.jp,0.0
IMG\right_2018_07_16_17_14_32_850.jp,0.0
IMG\right_2018_07_16_17_14_32_920.jp,0.0
IMG\right_2018_07_16_17_14_32_990.jp,0.0
IMG\right_2018_07_16_17_14_33_059.jp,0.0
IMG\right_2018_07_16_17_14_33_130.jp,0.0
IMG\right_2018_07_16_17_14_33_202.jp,0.0
IMG\right_2018_07_16_17_14_33_272.jp,0.2
IMG\right_2018_07_16_17_14_33_344.jp,0.3415939
IMG\right_2018_07_16_17_14_33_415.jp,0.1501282
IMG\right_2018_07_16_17_14_33_482.jp,0.0
IMG\right_2018_07_16_17_14_33_550.jp,0.0
IMG\right_2018_07_16_17_14_33_618.jp,0.0
IMG\right_2018_07_16_17_14_33_685.jp,0.0
IMG\right_2018_07_16_17_14_33_755.jp,0.0
IMG\right_2018_07_16_17_14_33_826.jp,0.0
IMG\right_2018_07_16_17_14_33_900.jp,0.0
IMG\right_2018_07_16_17_14_33_974.jp,0.0
IMG\right_2018_07_16_17_14_34_047.jp,0.0
IMG\right_2018_07_16_17_14_34_114.jp,0.1
IMG\right_2018_07_16_17_14_34_181.jp,0.25
IMG\right_2018_07_16_17_14_34_251.jp,0.09668615
IMG\right_2018_07_16_17_14_34_320.jp,0.0
IMG\right_2018_07_16_17_14_34_396.jp,0.0
IMG\right_2018_07_16_17_14_34_466.jp,0.0
IMG\right_2018_07_16_17_14_34_534.jp,0.0
IMG\right_2018_07_16_17_14_34_603.jp,0.0
IMG\right_2018_07_16_17_14_34_672.jp,0.0
IMG\right_2018_07_16_17_14_34_742.jp,0.0
IMG\right_2018_07_16_17_14_34_812.jp,0.0
IMG\right_2018_07_16_17_14_34_883.jp,0.0
IMG\right_2018_07_16_17_14_34_955.jp,0.0
IMG\right_2018_07_16_17_14_35_024.jp,0.0
IMG\right_2018_07_16_17_14_35_093.jp,0.0
IMG\right_2018_07_16_17_14_35_162.jp,0.0
IMG\right_2018_07_16_17_14_35_231.jp,0.0
IMG\right_2018_07_16_17_14_35_300.jp,0.1
IMG\right_2018_07_16_17_14_35_366.jp,0.3
IMG\right_2018_07_16_17_14_35_434.jp,0.2316467
IMG\right_2018_07_16_17_14_35_505.jp,0.0
IMG\right_2018_07_16_17_14_35_575.jp,0.0
IMG\right_2018_07_16_17_14_35_648.jp,0.0
IMG\right_2018_07_16_17_14_35_722.jp,0.0
IMG\right_2018_07_16_17_14_35_791.jp,0.15
IMG\right_2018_07_16_17_14_35_865.jp,0.35
IMG\right_2018_07_16_17_14_35_939.jp,0.2090117
IMG\right_2018_07_16_17_14_36_013.jp,0.0
IMG\right_2018_07_16_17_14_36_082.jp,0.0
IMG\right_2018_07_16_17_14_36_153.jp,0.0
IMG\right_2018_07_16_17_14_36_221.jp,0.0
IMG\right_2018_07_16_17_14_36_292.jp,0.2
IMG\right_2018_07_16_17_14_36_361.jp,0.35
IMG\right_2018_07_16_17_14_36_431.jp,0.2648529
IMG\right_2018_07_16_17_14_36_505.jp,0.04481564
IMG\right_2018_07_16_17_14_36_576.jp,0.0
IMG\right_2018_07_16_17_14_36_644.jp,0.15
IMG\right_2018_07_16_17_14_36_718.jp,0.3
IMG\right_2018_07_16_17_14_36_786.jp,0.4710873
IMG\right_2018_07_16_17_14_36_856.jp,0.2863328
IMG\right_2018_07_16_17_14_36_926.jp,0.05274004
IMG\right_2018_07_16_17_14_36_995.jp,0.0
IMG\right_2018_07_16_17_14_37_063.jp,0.0
IMG\right_2018_07_16_17_14_37_135.jp,0.0
IMG\right_2018_07_16_17_14_37_202.jp,0.0
IMG\right_2018_07_16_17_14_37_276.jp,0.0
IMG\right_2018_07_16_17_14_37_349.jp,0.0
IMG\right_2018_07_16_17_14_37_422.jp,0.0
IMG\right_2018_07_16_17_14_37_489.jp,0.0
IMG\right_2018_07_16_17_14_37_564.jp,0.1
IMG\right_2018_07_16_17_14_37_639.jp,0.25
IMG\right_2018_07_16_17_14_37_714.jp,0.2536968
IMG\right_2018_07_16_17_14_37_784.jp,0.01913597
IMG\right_2018_07_16_17_14_37_856.jp,0.0
IMG\right_2018_07_16_17_14_37_928.jp,0.0
IMG\right_2018_07_16_17_14_37_995.jp,0.0
IMG\right_2018_07_16_17_14_38_062.jp,0.0
IMG\right_2018_07_16_17_14_38_138.jp,0.0
IMG\right_2018_07_16_17_14_38_206.jp,0.0
IMG\right_2018_07_16_17_14_38_280.jp,0.1
IMG\right_2018_07_16_17_14_38_347.jp,0.2599005
IMG\right_2018_07_16_17_14_38_416.jp,0.07780021
IMG\right_2018_07_16_17_14_38_486.jp,0.0
IMG\right_2018_07_16_17_14_38_554.jp,0.0
IMG\right_2018_07_16_17_14_38_624.jp,0.0
IMG\right_2018_07_16_17_14_38_693.jp,0.0
IMG\right_2018_07_16_17_14_38_762.jp,0.0
IMG\right_2018_07_16_17_14_38_831.jp,0.2
IMG\right_2018_07_16_17_14_38_904.jp,0.4181317
IMG\right_2018_07_16_17_14_38_974.jp,0.2366114
IMG\right_2018_07_16_17_14_39_044.jp,0.0
IMG\right_2018_07_16_17_14_39_114.jp,0.0
IMG\right_2018_07_16_17_14_39_184.jp,0.0
IMG\right_2018_07_16_17_14_39_256.jp,0.0
IMG\right_2018_07_16_17_14_39_329.jp,0.1
IMG\right_2018_07_16_17_14_39_399.jp,0.25
IMG\right_2018_07_16_17_14_39_471.jp,0.3001702
IMG\right_2018_07_16_17_14_39_540.jp,0.1419735
IMG\right_2018_07_16_17_14_39_611.jp,0.0
IMG\right_2018_07_16_17_14_39_682.jp,0.0
IMG\right_2018_07_16_17_14_39_753.jp,0.2
IMG\right_2018_07_16_17_14_39_822.jp,0.35
IMG\right_2018_07_16_17_14_39_892.jp,0.3386922
IMG\right_2018_07_16_17_14_39_962.jp,0.1543404
IMG\right_2018_07_16_17_14_40_030.jp,0.0
IMG\right_2018_07_16_17_14_40_098.jp,0.0
IMG\right_2018_07_16_17_14_40_169.jp,0.0
IMG\right_2018_07_16_17_14_40_241.jp,0.0
IMG\right_2018_07_16_17_14_40_312.jp,0.0
IMG\right_2018_07_16_17_14_40_382.jp,0.0
IMG\right_2018_07_16_17_14_40_453.jp,0.0
IMG\right_2018_07_16_17_14_40_520.jp,0.0
IMG\right_2018_07_16_17_14_40_588.jp,0.0
IMG\right_2018_07_16_17_14_40_656.jp,0.0
IMG\right_2018_07_16_17_14_40_723.jp,0.0
IMG\right_2018_07_16_17_14_40_792.jp,0.0
IMG\right_2018_07_16_17_14_40_860.jp,0.05
IMG\right_2018_07_16_17_14_40_931.jp,0.2068193
IMG\right_2018_07_16_17_14_41_001.jp,0.0223961
IMG\right_2018_07_16_17_14_41_070.jp,0.0
IMG\right_2018_07_16_17_14_41_139.jp,0.0
IMG\right_2018_07_16_17_14_41_207.jp,0.0
IMG\right_2018_07_16_17_14_41_281.jp,0.0
IMG\right_2018_07_16_17_14_41_351.jp,0.0
IMG\right_2018_07_16_17_14_41_423.jp,0.2
IMG\right_2018_07_16_17_14_41_496.jp,0.1559736
IMG\right_2018_07_16_17_14_41_566.jp,0.0
IMG\right_2018_07_16_17_14_41_635.jp,0.0
IMG\right_2018_07_16_17_14_41_706.jp,0.0
IMG\right_2018_07_16_17_14_41_776.jp,0.0
IMG\right_2018_07_16_17_14_41_847.jp,0.0
IMG\right_2018_07_16_17_14_41_919.jp,0.0
IMG\right_2018_07_16_17_14_41_990.jp,0.0
IMG\right_2018_07_16_17_14_42_063.jp,0.05
IMG\right_2018_07_16_17_14_42_134.jp,0.2
IMG\right_2018_07_16_17_14_42_206.jp,0.3743211
IMG\right_2018_07_16_17_14_42_275.jp,0.1898966
IMG\right_2018_07_16_17_14_42_345.jp,0.0
IMG\right_2018_07_16_17_14_42_416.jp,0.0
IMG\right_2018_07_16_17_14_42_488.jp,0.05
IMG\right_2018_07_16_17_14_42_558.jp,0.05569841
IMG\right_2018_07_16_17_14_42_630.jp,0.0
IMG\right_2018_07_16_17_14_42_705.jp,0.0
IMG\right_2018_07_16_17_14_42_777.jp,0.0
IMG\right_2018_07_16_17_14_42_851.jp,0.0
IMG\right_2018_07_16_17_14_42_920.jp,0.0
IMG\right_2018_07_16_17_14_42_990.jp,0.0
IMG\right_2018_07_16_17_14_43_060.jp,0.0
IMG\right_2018_07_16_17_14_43_128.jp,0.0
IMG\right_2018_07_16_17_14_43_199.jp,0.0
IMG\right_2018_07_16_17_14_43_271.jp,0.1
IMG\right_2018_07_16_17_14_43_338.jp,0.25
IMG\right_2018_07_16_17_14_43_412.jp,0.3054552
IMG\right_2018_07_16_17_14_43_488.jp,0.05636602
IMG\right_2018_07_16_17_14_43_560.jp,0.0
IMG\right_2018_07_16_17_14_43_628.jp,0.0
IMG\right_2018_07_16_17_14_43_699.jp,0.0
IMG\right_2018_07_16_17_14_43_772.jp,0.0
IMG\right_2018_07_16_17_14_43_839.jp,0.0
IMG\right_2018_07_16_17_14_43_909.jp,0.0
IMG\right_2018_07_16_17_14_43_978.jp,0.0
IMG\right_2018_07_16_17_14_44_047.jp,0.0
IMG\right_2018_07_16_17_14_44_119.jp,0.0
IMG\right_2018_07_16_17_14_44_191.jp,0.0
IMG\right_2018_07_16_17_14_44_261.jp,0.0
IMG\right_2018_07_16_17_14_44_332.jp,0.0
IMG\right_2018_07_16_17_14_44_406.jp,0.0
IMG\right_2018_07_16_17_14_44_477.jp,0.0
IMG\right_2018_07_16_17_14_44_547.jp,0.0
IMG\right_2018_07_16_17_14_44_620.jp,0.0
IMG\right_2018_07_16_17_14_44_693.jp,0.05
IMG\right_2018_07_16_17_14_44_761.jp,0.2
IMG\right_2018_07_16_17_14_44_834.jp,0.2805035
IMG\right_2018_07_16_17_14_44_905.jp,0.04241277
IMG\right_2018_07_16_17_14_44_974.jp,0.0
IMG\right_2018_07_16_17_14_45_042.jp,0.0
IMG\right_2018_07_16_17_14_45_113.jp,0.0
IMG\right_2018_07_16_17_14_45_180.jp,0.0
IMG\right_2018_07_16_17_14_45_250.jp,0.0
IMG\right_2018_07_16_17_14_45_317.jp,0.0
IMG\right_2018_07_16_17_14_45_391.jp,0.0
IMG\right_2018_07_16_17_14_45_460.jp,0.0
IMG\right_2018_07_16_17_14_45_527.jp,0.0
IMG\right_2018_07_16_17_14_45_597.jp,0.0
IMG\right_2018_07_16_17_14_45_663.jp,0.0
IMG\right_2018_07_16_17_14_45_730.jp,0.0
IMG\right_2018_07_16_17_14_45_797.jp,0.1
IMG\right_2018_07_16_17_14_45_866.jp,0.2519331
IMG\right_2018_07_16_17_14_45_934.jp,0.07279728
IMG\right_2018_07_16_17_14_46_002.jp,0.0
IMG\right_2018_07_16_17_14_46_070.jp,0.0
IMG\right_2018_07_16_17_14_46_137.jp,0.0
IMG\right_2018_07_16_17_14_46_211.jp,0.0
IMG\right_2018_07_16_17_14_46_286.jp,0.0
IMG\right_2018_07_16_17_14_46_361.jp,0.0
IMG\right_2018_07_16_17_14_46_428.jp,0.0
IMG\right_2018_07_16_17_14_46_504.jp,0.0
IMG\right_2018_07_16_17_14_46_572.jp,0.0
IMG\right_2018_07_16_17_14_46_642.jp,0.0
IMG\right_2018_07_16_17_14_46_714.jp,0.0
IMG\right_2018_07_16_17_14_46_788.jp,0.0
IMG\right_2018_07_16_17_14_46_862.jp,0.0
IMG\right_2018_07_16_17_14_46_934.jp,0.0
IMG\right_2018_07_16_17_14_47_006.jp,0.0
IMG\right_2018_07_16_17_14_47_078.jp,0.0
IMG\right_2018_07_16_17_14_47_150.jp,0.0
IMG\right_2018_07_16_17_14_47_221.jp,0.0
IMG\right_2018_07_16_17_14_47_292.jp,0.0
IMG\right_2018_07_16_17_14_47_365.jp,0.0
IMG\right_2018_07_16_17_14_47_435.jp,0.0
IMG\right_2018_07_16_17_14_47_501.jp,0.0
IMG\right_2018_07_16_17_14_47_571.jp,0.0
IMG\right_2018_07_16_17_14_47_644.jp,0.05
IMG\right_2018_07_16_17_14_47_717.jp,0.2
